algorithm,seed,episode,window_index,window_start_step,window_end_step,context_fish_norm,context_ships_norm,arm_id,arm_name,window_cumulative_reward,window_cumulative_profit,window_mean_fish_stock,window_min_fish_stock,window_collapse_flag,window_time_to_collapse,end_ships,end_fish_population
discretized_contextual,0,1,0,0,9,0.8333333333333334,0.1,5,hard_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
linucb,0,1,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
contextual_thompson,0,1,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
discretized_contextual,0,1,1,10,19,0.570884826967869,0.20946658360156425,11,strong_marine_reserve,5.86776241183656,1687.8860746752352,501.58516045935914,386.3789228646541,0,,1.5375207433081963,386.3789228646541
linucb,0,1,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
contextual_thompson,0,1,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
discretized_contextual,0,1,2,20,29,0.3219824357205451,0.15375207433081964,11,strong_marine_reserve,2.341160885081542,-383.67686710212695,326.98053026204025,297.0676424360814,0,,0.6440734170750125,297.0676424360814
linucb,0,1,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
contextual_thompson,0,1,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
discretized_contextual,0,1,3,30,39,0.24755636869673453,0.06440734170750126,5,hard_capacity_control,2.384085464686952,187.53699340328177,263.58581655404043,244.47327980634628,0,,0.3435302376255348,244.47327980634628
linucb,0,1,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
contextual_thompson,0,1,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
discretized_contextual,0,1,4,40,49,0.20372773317195525,0.03435302376255348,5,hard_capacity_control,1.9638983539878052,-0.8130105983731468,235.7653637503414,232.5995421129719,0,,0.14525124105273943,232.5995421129719
linucb,0,1,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
contextual_thompson,0,1,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
discretized_contextual,0,1,5,50,59,0.19383295176080992,0.014525124105273943,5,hard_capacity_control,1.9518682734225328,-4.794380574063869,234.7995184795916,232.6202310893603,0,,0.06084630959705474,238.22041776320327
linucb,0,1,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
contextual_thompson,0,1,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
discretized_contextual,0,1,6,60,69,0.1985170148026694,0.006084630959705474,5,hard_capacity_control,2.0447770813591863,2.21793550971305,245.10709750193672,239.294183573379,0,,0.02665177282303253,251.51928222451653
linucb,0,1,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
contextual_thompson,0,1,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
discretized_contextual,0,1,7,70,79,0.20959940185376377,0.002665177282303253,5,hard_capacity_control,2.1771962071844446,4.279096758710056,260.75005325108816,253.10026480563377,0,,0.01317148385009349,268.74887031156135
linucb,0,1,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
contextual_thompson,0,1,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
discretized_contextual,0,1,8,80,89,0.22395739192630112,0.001317148385009349,5,hard_capacity_control,2.3329539577263336,4.3214453754306845,279.4359014821083,270.6234011734735,0,,0.007517500823087423,288.50837311979143
linucb,0,1,9,90,99,0.18602406668385457,0.00046679686159218194,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
contextual_thompson,0,1,9,90,99,0.18602406668385457,0.00046679686159218194,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
discretized_contextual,0,1,9,90,99,0.24042364426649285,0.0007517500823087423,5,hard_capacity_control,2.506848409133215,4.036394142319167,300.33744179890755,290.60053248722227,0,,0.005015601294648148,310.3047480939395
linucb,0,1,10,100,109,0.2006107356937742,0.00019554302017329127,10,moderate_marine_reserve,2.0915117206605554,-0.7807395165442736,251.075095221252,242.56805960005448,0,,0.0008191373139928711,259.7636064748479
contextual_thompson,0,1,10,100,109,0.2006107356937742,0.00019554302017329127,10,moderate_marine_reserve,2.0915117206605554,-0.7807395165442736,251.075095221252,242.56805960005448,0,,0.0008191373139928711,259.7636064748479
discretized_contextual,0,1,10,100,109,0.2585872900782829,0.0005015601294648148,7,weak_capacity_control,2.6969419203888445,3.773209436769945,323.1802453142489,312.5893992669775,0,,0.003850999747051936,333.9960009100699
linucb,0,1,11,110,119,0.21646967206237325,8.191373139928711e-05,10,moderate_marine_reserve,2.257637466411577,-0.236089400889825,270.94482669749596,261.7501484493177,0,,0.0003431398055429563,280.3271487161903
contextual_thompson,0,1,11,110,119,0.21646967206237325,8.191373139928711e-05,10,moderate_marine_reserve,2.257637466411577,-0.236089400889825,270.94482669749596,261.7501484493177,0,,0.0003431398055429563,280.3271487161903
discretized_contextual,0,1,11,110,119,0.2783300007583916,0.0003850999747051936,4,high_taxation,2.9028356011042784,3.4221398315770903,347.92961535272417,336.46820733793464,0,,0.002593868463676179,359.63597358164805
linucb,0,2,0,0,9,0.8333333333333334,0.1,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
contextual_thompson,0,2,0,0,9,0.8333333333333334,0.1,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
discretized_contextual,0,2,0,0,9,0.8333333333333334,0.1,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
linucb,0,2,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
contextual_thompson,0,2,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
discretized_contextual,0,2,1,10,19,0.5982810953044974,0.1858633316784379,11,strong_marine_reserve,6.483554683924766,1955.6407571935695,543.3496712077435,424.21809979929606,0,,1.587311859591302,424.21809979929606
linucb,0,2,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
contextual_thompson,0,2,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
discretized_contextual,0,2,2,20,29,0.35351508316608005,0.15873118595913022,3,moderate_taxation,3.546891600410801,1117.8065496825607,291.4902060873888,215.5657561549953,0,,0.9906910253060458,215.5657561549953
linucb,0,2,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
contextual_thompson,0,2,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
discretized_contextual,0,2,3,30,39,0.17963813012916277,0.09906910253060458,5,hard_capacity_control,1.1297779866087903,-369.5890519634773,179.9240446286721,161.99995954084355,0,,0.4150043221930761,161.99995954084355
linucb,0,2,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
contextual_thompson,0,2,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
discretized_contextual,0,2,4,40,49,0.1349999662840363,0.04150043221930761,5,hard_capacity_control,1.025358675832714,-258.78932346607775,154.09775991585502,150.77257421935332,0,,0.1738469240555898,150.77257421935332
linucb,0,2,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
contextual_thompson,0,2,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
discretized_contextual,0,2,5,50,59,0.1256438118494611,0.01738469240555898,5,hard_capacity_control,1.1463019563327157,-115.0656308540328,151.36411046240983,150.52625777834555,0,,0.07282515238366415,153.06592688418428
linucb,0,2,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
contextual_thompson,0,2,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
discretized_contextual,0,2,6,60,69,0.12755493907015356,0.007282515238366415,5,hard_capacity_control,1.2640817179897244,-45.568866838910374,157.15807017943615,153.67726834704095,0,,0.030506739469304843,161.09046218371165
linucb,0,2,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
contextual_thompson,0,2,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
discretized_contextual,0,2,7,70,79,0.1342420518197597,0.0030506739469304844,5,hard_capacity_control,1.374369220541074,-16.955811163769518,166.95900380458124,162.08298331036153,0,,0.01277939177037416,172.1014063583371
linucb,0,2,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
contextual_thompson,0,2,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
discretized_contextual,0,2,8,80,89,0.1434178386319476,0.001277939177037416,5,hard_capacity_control,1.4863085019430402,-5.9685718707759365,179.07324885765792,173.31780290878893,0,,0.0053533368974101065,185.0211172302943
linucb,0,2,9,90,99,0.18602406668385457,0.00046679686159218194,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
contextual_thompson,0,2,9,90,99,0.18602406668385457,0.00046679686159218194,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
discretized_contextual,0,2,9,90,99,0.15418426435857857,0.0005353336897410107,5,hard_capacity_control,1.6049663356109238,-1.9558918211559697,192.83066729184958,186.39867366684595,0,,0.002242533639481137,199.4280133822826
linucb,0,2,10,100,109,0.2006107356937742,0.00019554302017329127,10,moderate_marine_reserve,2.0915117206605554,-0.7807395165442736,251.075095221252,242.56805960005448,0,,0.0008191373139928711,259.7636064748479
contextual_thompson,0,2,10,100,109,0.2006107356937742,0.00019554302017329127,10,moderate_marine_reserve,2.0915117206605554,-0.7807395165442736,251.075095221252,242.56805960005448,0,,0.0008191373139928711,259.7636064748479
discretized_contextual,0,2,10,100,109,0.16619001115190216,0.0002242533639481137,5,hard_capacity_control,1.732632546980759,-0.5656273575773911,207.9837809206004,200.9437273306883,0,,0.0009394060602906344,215.18306824397712
linucb,0,2,11,110,119,0.21646967206237325,8.191373139928711e-05,10,moderate_marine_reserve,2.257637466411577,-0.236089400889825,270.94482669749596,261.7501484493177,0,,0.0003431398055429563,280.3271487161903
contextual_thompson,0,2,11,110,119,0.21646967206237325,8.191373139928711e-05,10,moderate_marine_reserve,2.257637466411577,-0.236089400889825,270.94482669749596,261.7501484493177,0,,0.0003431398055429563,280.3271487161903
discretized_contextual,0,2,11,110,119,0.1793192235366476,9.394060602906344e-05,5,hard_capacity_control,1.8704822726657309,-0.11978936026784472,224.47224744311984,216.83164865424752,0,,0.00039352085095809507,232.275823183171
linucb,0,3,0,0,9,0.8333333333333334,0.1,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
contextual_thompson,0,3,0,0,9,0.8333333333333334,0.1,10,moderate_marine_reserve,10.141336477120525,2989.221945950384,858.253743740417,717.9373143653968,0,,1.8586333167843792,717.9373143653968
discretized_contextual,0,3,0,0,9,0.8333333333333334,0.1,7,weak_capacity_control,10.490521369403732,3448.0349987194627,845.0983644821124,685.0617923614428,0,,2.0946658360156425,685.0617923614428
linucb,0,3,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
contextual_thompson,0,3,1,10,19,0.5982810953044974,0.1858633316784379,10,moderate_marine_reserve,7.127733328480125,2921.3977284834473,504.76027199960123,343.6903195122631,0,,2.0289373677395695,343.6903195122631
discretized_contextual,0,3,1,10,19,0.570884826967869,0.20946658360156425,5,hard_capacity_control,7.172915297017182,3721.5387171817497,414.165189580252,210.99693960739452,0,,2.433656061354898,210.99693960739452
linucb,0,3,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
contextual_thompson,0,3,2,20,29,0.2864085995935526,0.20289373677395695,10,moderate_marine_reserve,1.6215622956321631,-485.9233648339205,252.89827925593005,209.08185438340635,0,,0.8638564511867963,209.08185438340635
discretized_contextual,0,3,2,20,29,0.1758307830061621,0.2433656061354898,11,strong_marine_reserve,-1.1335309977670784,-2467.1756782357875,160.03736165624503,135.18252785362415,0,,1.0194679858754725,135.18252785362415
linucb,0,3,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
contextual_thompson,0,3,3,30,39,0.17423487865283863,0.08638564511867963,10,moderate_marine_reserve,0.9672383272416981,-606.7390048722704,188.87727985367619,178.93505424515072,0,,0.361872825976336,178.93505424515072
discretized_contextual,0,3,3,30,39,0.1126521065446868,0.10194679858754725,5,hard_capacity_control,-79.98382314265226,-923.2871247219574,112.73567784836362,101.48517154951662,1,2,0.42705910285711063,101.48517154951662
linucb,0,3,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
contextual_thompson,0,3,4,40,49,0.14911254520429226,0.036187282597633603,10,moderate_marine_reserve,1.1750070435652051,-290.3289880323397,175.84032379170537,175.09340638544796,0,,0.15158993372127189,175.5218978626695
discretized_contextual,0,3,4,40,49,0.08457097629126385,0.042705910285711066,7,weak_capacity_control,-99.64866026714606,-453.2187250127224,96.5470149439997,94.46772776772943,1,0,0.17889671854334988,94.46772776772943
linucb,0,3,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
contextual_thompson,0,3,5,50,59,0.14626824821889126,0.01515899337212719,10,moderate_marine_reserve,1.3676703239092038,-120.7345644448584,178.6085866024875,175.86117020824744,0,,0.06350161260000854,182.09362955895108
discretized_contextual,0,3,5,50,59,0.07872310647310786,0.017889671854334988,5,hard_capacity_control,-99.4034805856788,-193.83972099569004,94.84309623802523,94.31446088979158,1,0,0.074940530927605,95.9153890007323
linucb,0,3,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
contextual_thompson,0,3,6,60,69,0.1517446912991259,0.006350161260000854,10,moderate_marine_reserve,1.51929160340402,-47.49443051733613,188.01432407056276,183.05723345934055,0,,0.026601072405084834,193.36490032596984
discretized_contextual,0,3,6,60,69,0.07992949083394359,0.0074940530927604995,11,strong_marine_reserve,-99.27376890869684,-99.88526118099978,99.13396229809825,96.44405729555976,1,0,0.03139287976570931,102.0218652096448
linucb,0,3,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
contextual_thompson,0,3,7,70,79,0.16113741693830821,0.0026601072405084835,10,moderate_marine_reserve,1.6559011619168267,-18.033799328860866,200.8721953494825,194.6598874117679,0,,0.011143292652389596,207.34108199536126
discretized_contextual,0,3,7,70,79,0.08501822100803734,0.0031392879765709306,5,hard_capacity_control,-99.15048589666392,-31.757483396956744,105.75259040796321,102.6529070034523,1,0,0.013150599385749199,109.02150209095097
linucb,0,3,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
contextual_thompson,0,3,8,80,89,0.17278423499613438,0.0011143292652389595,10,moderate_marine_reserve,1.7928611879758045,-6.626812509469089,215.93856005823284,208.85131339146886,0,,0.004667968615921819,223.2288800206255
discretized_contextual,0,3,8,80,89,0.09085125174245914,0.00131505993857492,5,hard_capacity_control,-99.06711222500536,-12.561315976866362,113.45389091658033,109.79475797973353,1,0,0.005508837210703079,117.23575432248398
linucb,0,3,9,90,99,0.18602406668385457,0.00046679686159218194,10,moderate_marine_reserve,1.9370591983957808,-2.340624231192755,232.72797871523682,224.9089674712542,0,,0.0019554302017329127,240.73288283252904
